2025-07-23 10:48:37 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 16:54:11 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 31
2025-07-23 16:54:11 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 31 = 1346269
2025-07-23 16:54:11 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 16:54:11] "POST / HTTP/1.1" 200 -
2025-07-23 16:58:15 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 16:58:15 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:58:15 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-23 16:58:15 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-23 16:58:15 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-23 16:58:15 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-23 16:58:16 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 16:58:16 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-23 16:58:16 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-23 16:58:20 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-23 16:58:20 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-23 16:58:20 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-23 16:58:30 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:58:30 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 16:58:30] "GET / HTTP/1.1" 200 -
2025-07-23 16:58:36 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:58:36 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 29
2025-07-23 16:58:36 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 29 = 514229
2025-07-23 16:58:36 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 16:58:36] "POST / HTTP/1.1" 200 -
2025-07-23 16:58:44 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:58:44 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 31
2025-07-23 16:58:44 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 31 = 1346269
2025-07-23 16:58:44 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 16:58:44] "POST / HTTP/1.1" 200 -
2025-07-23 16:58:51 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:58:51 | DEBUG    | root                 | get                  | Cache HIT for fibonacci: 31 -> 1346269
2025-07-23 16:58:51 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 16:58:51] "POST / HTTP/1.1" 200 -
2025-07-23 16:58:58 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:58:58 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 41
2025-07-23 16:58:59 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:58:59 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 41
2025-07-23 16:59:09 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 16:59:09 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:59:09 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-23 16:59:09 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-23 16:59:09 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-23 16:59:09 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-23 16:59:09 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 16:59:09 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-23 16:59:09 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-23 16:59:13 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-23 16:59:13 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-23 16:59:13 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-23 16:59:20 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:59:20 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 16:59:20] "GET / HTTP/1.1" 200 -
2025-07-23 16:59:27 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:59:27 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 31
2025-07-23 16:59:27 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 31 = 1346269
2025-07-23 16:59:27 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 16:59:27] "POST / HTTP/1.1" 200 -
2025-07-23 16:59:42 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 16:59:42 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 16:59:42 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-23 16:59:42 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-23 16:59:42 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-23 16:59:42 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-23 16:59:42 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 16:59:42 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-23 16:59:42 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-23 16:59:50 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-23 16:59:50 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-23 16:59:50 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-23 17:00:01 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 17:00:01 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 17:00:01] "GET / HTTP/1.1" 200 -
2025-07-23 17:00:09 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 17:00:09 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 17:00:09] "POST / HTTP/1.1" 200 -
2025-07-23 17:00:18 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 17:00:18 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 29
2025-07-23 17:00:18 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 29 = 514229
2025-07-23 17:00:18 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 17:00:18] "POST / HTTP/1.1" 200 -
2025-07-23 17:00:21 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 17:00:21 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [23/Jul/2025 17:00:21] "POST / HTTP/1.1" 200 -
2025-07-23 17:00:27 | INFO     | werkzeug             | _log                 |  * Detected change in 'c:\\Users\\virosca\\Documents\\programs_python\\tema1\\main.py', reloading
2025-07-23 17:00:27 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-23 17:00:27 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 17:00:27 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-23 17:00:27 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-23 17:00:27 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-23 17:00:27 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-23 17:00:28 | INFO     | werkzeug             | _log                 |  * Detected change in 'c:\\Users\\virosca\\Documents\\programs_python\\tema1\\main.py', reloading
2025-07-23 17:00:28 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-23 17:00:29 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-23 17:00:29 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-23 17:00:29 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 10:54:19 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:00:00 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:00:00 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:00:00 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:00:00 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:00:01 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:00:01 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:00:01 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:00:01 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:00:01 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:04:55 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:04:55 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:04:55] "GET / HTTP/1.1" 200 -
2025-07-24 11:04:55 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:04:55] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-07-24 11:08:09 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:08:09 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:08:09] "POST / HTTP/1.1" 200 -
2025-07-24 11:08:28 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:08:28 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:08:28] "POST / HTTP/1.1" 200 -
2025-07-24 11:08:29 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:08:29 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:08:29] "POST / HTTP/1.1" 200 -
2025-07-24 11:08:33 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:08:33 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:08:33] "POST / HTTP/1.1" 200 -
2025-07-24 11:08:47 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:08:47 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:08:47] "POST / HTTP/1.1" 200 -
2025-07-24 11:08:59 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:08:59 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:08:59 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:09:03 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:09:03 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:09:03 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:09:03 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:09:03 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:09:04 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:09:04 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:09:04 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:09:04 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:09:09 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:09:09 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:09:09] "GET / HTTP/1.1" 200 -
2025-07-24 11:09:13 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:09:13 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:09:13] "POST / HTTP/1.1" 200 -
2025-07-24 11:09:15 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:09:15 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:09:15] "POST / HTTP/1.1" 200 -
2025-07-24 11:09:35 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:09:38 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:09:38 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:09:38 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:09:38 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:09:38 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:09:38 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:09:38 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:09:38 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:09:38 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:09:47 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:09:47 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:09:47] "GET / HTTP/1.1" 200 -
2025-07-24 11:09:51 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:09:51 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:09:51] "POST / HTTP/1.1" 200 -
2025-07-24 11:14:20 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:14:20 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:14:20 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:14:24 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:14:24 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:14:24 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:14:24 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:14:24 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:14:24 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:14:24 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:14:24 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:14:24 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:14:31 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:14:31 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:14:31] "GET / HTTP/1.1" 200 -
2025-07-24 11:14:36 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:14:36 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:14:36] "POST / HTTP/1.1" 200 -
2025-07-24 11:14:45 | INFO     | werkzeug             | _log                 |  * Detected change in 'c:\\Users\\virosca\\Documents\\programs_python\\tema1\\main.py', reloading
2025-07-24 11:14:45 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:14:46 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:14:46 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:14:46 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:19:36 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:19:36 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:19:36 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:19:40 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:19:40 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:19:40 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:19:40 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:19:41 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:19:41 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:19:41 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:19:41 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:19:41 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:19:48 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:19:48 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:19:48] "GET / HTTP/1.1" 200 -
2025-07-24 11:19:53 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:19:53 | WARNING  | root                 | index                | Permission denied for user user: Authentication required
2025-07-24 11:19:53 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:19:53] "POST / HTTP/1.1" 200 -
2025-07-24 11:20:14 | INFO     | werkzeug             | _log                 |  * Detected change in 'c:\\Users\\virosca\\Documents\\programs_python\\tema1\\main.py', reloading
2025-07-24 11:20:14 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:20:15 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:20:15 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:20:15 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:20:24 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:20:24 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:20:24 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:20:30 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:20:30 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:20:30 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:20:30 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:20:31 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:20:31 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:20:31 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:20:31 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:20:31 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:20:46 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:20:46 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:20:46] "GET / HTTP/1.1" 200 -
2025-07-24 11:20:55 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:20:55 | WARNING  | root                 | index                | Permission denied for user user: Authentication required
2025-07-24 11:20:55 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:20:55] "POST / HTTP/1.1" 200 -
2025-07-24 11:21:02 | INFO     | werkzeug             | _log                 |  * Detected change in 'c:\\Users\\virosca\\Documents\\programs_python\\tema1\\main.py', reloading
2025-07-24 11:21:02 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:21:02 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:21:02 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:21:02 | INFO     | root                 | <module>             | Cleared persisted authentication state.
2025-07-24 11:28:03 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:28:03 | WARNING  | root                 | _load_auth_state     | Failed to load auth state: Expecting value: line 1 column 1 (char 0)
2025-07-24 11:28:07 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:28:07 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:28:07 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:28:07 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:28:07 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:28:07 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:28:07 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:28:07 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:28:14 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:28:14 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:28:14] "GET / HTTP/1.1" 200 -
2025-07-24 11:28:19 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:28:19 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 29
2025-07-24 11:28:19 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 29 = 514229
2025-07-24 11:28:19 | INFO     | root                 | index                | Calculation completed for user user: fibonacci
2025-07-24 11:28:19 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 11:28:19] "POST / HTTP/1.1" 200 -
2025-07-24 11:30:23 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:30:23 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:30:23 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:30:23 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:30:23 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:30:23 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:30:23 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:30:23 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:30:23 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:30:34 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:30:34 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:30:34 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:30:34 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:30:34 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:30:34 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:30:34 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:30:34 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:30:34 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:30:35 | INFO     | root                 | logout               | User user logged out
2025-07-24 11:30:35 | INFO     | root                 | logout               | User user logged out
2025-07-24 11:31:53 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:31:56 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:31:56 | INFO     | root                 | logout               | User user logged out
2025-07-24 11:34:39 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:34:42 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:34:42 | INFO     | root                 | logout               | User user logged out
2025-07-24 11:35:22 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:35:25 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:35:25 | INFO     | root                 | logout               | User user logged out
2025-07-24 11:37:13 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:37:16 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:37:16 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:37:16 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:37:16 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:37:17 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:37:17 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:37:17 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:37:17 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:37:28 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:37:28 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:37:28 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:37:28 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:37:28 | INFO     | werkzeug             | _log                 |  * Restarting with stat
2025-07-24 11:37:28 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:37:28 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
